TransactionID,Item,ItemCategory1,ItemCategory2
7474,yogurt,fresh products,dairy produce
7474,rolls/buns,fresh products,bread and backed goods
7474,pastry,fresh products,bread and backed goods
7474,margarine,processed food,vinegar/oils
7474,bottled water,drinks,non-alc. drinks
7474,shopping bags,non-food,bags
7475,bottled beer,drinks,beer
7476,rolls/buns,fresh products,bread and backed goods
7477,root vegetables,fruit and vegetables,vegetables
7477,margarine,processed food,vinegar/oils
7477,pet care,canned food,pet food/care
7478,citrus fruit,fruit and vegetables,fruit
7478,butter,fresh products,dairy produce
7478,yogurt,fresh products,dairy produce
7478,cream cheese,fresh products,cheese
7478,rolls/buns,fresh products,bread and backed goods
7478,bottled water,drinks,non-alc. drinks
7478,soda,drinks,non-alc. drinks
7478,newspapers,non-food,games/books/hobby
7479,tropical fruit,fruit and vegetables,fruit
7479,rolls/buns,fresh products,bread and backed goods
7479,newspapers,non-food,games/books/hobby
7480,frankfurter,meat and sausage,sausage
7480,sausage,meat and sausage,sausage
7480,rolls/buns,fresh products,bread and backed goods
7480,soda,drinks,non-alc. drinks
7480,liquor (appetizer),drinks,hard drinks
7480,specialty bar,snacks and candies,chocolate
7480,shopping bags,non-food,bags
7481,sausage,meat and sausage,sausage
7481,soda,drinks,non-alc. drinks
7482,tropical fruit,fruit and vegetables,fruit
7482,onions,fruit and vegetables,vegetables
7482,whole milk,fresh products,dairy produce
7482,cream cheese,fresh products,cheese
7482,specialty cheese,fresh products,cheese
7482,bottled water,drinks,non-alc. drinks
7482,soda,drinks,non-alc. drinks
7483,frankfurter,meat and sausage,sausage
7483,berries,fruit and vegetables,fruit
7483,whole milk,fresh products,dairy produce
7483,rice,processed food,staple foods
7483,coffee,drinks,coffee
7483,cling film/bags,non-food,non-food kitchen
7484,sausage,meat and sausage,sausage
7484,citrus fruit,fruit and vegetables,fruit
7484,berries,fruit and vegetables,fruit
7484,other vegetables,fruit and vegetables,vegetables
7484,whole milk,fresh products,dairy produce
7484,butter,fresh products,dairy produce
7484,whipped/sour cream,fresh products,dairy produce
7484,brown bread,fresh products,bread and backed goods
7484,soups,processed food,soups/sauces
7484,coffee,drinks,coffee
7484,bottled water,drinks,non-alc. drinks
7484,bottled beer,drinks,beer
7484,waffles,snacks and candies,long-life bakery products
7485,tropical fruit,fruit and vegetables,fruit
7485,hard cheese,fresh products,cheese
7485,frozen vegetables,fresh products,frozen foods
7485,domestic eggs,fresh products,eggs
7485,semi-finished bread,fresh products,bread and backed goods
7486,whipped/sour cream,fresh products,dairy produce
7487,beef,meat and sausage,beef
7487,whole milk,fresh products,dairy produce
7487,rolls/buns,fresh products,bread and backed goods
7487,coffee,drinks,coffee
7488,ham,meat and sausage,sausage
7488,beef,meat and sausage,beef
7488,citrus fruit,fruit and vegetables,fruit
7488,newspapers,non-food,games/books/hobby
7489,tropical fruit,fruit and vegetables,fruit
7489,frozen dessert,fresh products,frozen foods
7489,rolls/buns,fresh products,bread and backed goods
7489,bottled water,drinks,non-alc. drinks
7489,flower (seeds),non-food,garden
7490,sausage,meat and sausage,sausage
7490,cream cheese,fresh products,cheese
7490,domestic eggs,fresh products,eggs
7490,rolls/buns,fresh products,bread and backed goods
7490,cereals,processed food,health food
7490,canned vegetables,canned food,canned fruit/vegetables
7490,cat food,canned food,pet food/care
7490,soda,drinks,non-alc. drinks
7490,misc. beverages,drinks,non-alc. drinks
7491,frankfurter,meat and sausage,sausage
7491,domestic eggs,fresh products,eggs
7491,mustard,processed food,condiments
7491,seasonal products,snacks and candies,seasonal products
7492,sausage,meat and sausage,sausage
7492,pip fruit,fruit and vegetables,fruit
7492,root vegetables,fruit and vegetables,vegetables
7492,other vegetables,fruit and vegetables,vegetables
7492,whole milk,fresh products,dairy produce
7492,yogurt,fresh products,dairy produce
7492,pastry,fresh products,bread and backed goods
7492,soda,drinks,non-alc. drinks
7492,napkins,perfumery,perfumery
7492,shopping bags,non-food,bags
7493,frankfurter,meat and sausage,sausage
7493,sausage,meat and sausage,sausage
7493,pork,meat and sausage,pork
7493,beef,meat and sausage,beef
7493,hamburger meat,meat and sausage,beef
7493,tropical fruit,fruit and vegetables,fruit
7493,root vegetables,fruit and vegetables,vegetables
7493,whole milk,fresh products,dairy produce
7493,yogurt,fresh products,dairy produce
7493,spread cheese,fresh products,cheese
7493,rolls/buns,fresh products,bread and backed goods
7493,pastry,fresh products,bread and backed goods
7493,bottled beer,drinks,beer
7493,canned beer,drinks,beer
7493,newspapers,non-food,games/books/hobby
7494,beef,meat and sausage,beef
7494,tropical fruit,fruit and vegetables,fruit
7494,margarine,processed food,vinegar/oils
7494,bottled water,drinks,non-alc. drinks
7495,frankfurter,meat and sausage,sausage
7495,sausage,meat and sausage,sausage
7495,ham,meat and sausage,sausage
7495,grapes,fruit and vegetables,fruit
7495,other vegetables,fruit and vegetables,vegetables
7495,dessert,fresh products,dairy produce
7495,whipped/sour cream,fresh products,dairy produce
7495,bottled water,drinks,non-alc. drinks
7495,soda,drinks,non-alc. drinks
7496,bottled water,drinks,non-alc. drinks
7496,red/blush wine,drinks,wine
7497,beverages,fresh products,dairy produce
7498,canned beer,drinks,beer
7499,pastry,fresh products,bread and backed goods
7499,soda,drinks,non-alc. drinks
7500,frankfurter,meat and sausage,sausage
7500,tropical fruit,fruit and vegetables,fruit
7500,other vegetables,fruit and vegetables,vegetables
7500,spices,processed food,condiments
7500,flower (seeds),non-food,garden
7501,other vegetables,fruit and vegetables,vegetables
7501,soda,drinks,non-alc. drinks
7501,shopping bags,non-food,bags
7502,frankfurter,meat and sausage,sausage
7502,rolls/buns,fresh products,bread and backed goods
7502,pastry,fresh products,bread and backed goods
7503,pork,meat and sausage,pork
7503,whipped/sour cream,fresh products,dairy produce
7503,rolls/buns,fresh products,bread and backed goods
7503,oil,processed food,vinegar/oils
7503,soda,drinks,non-alc. drinks
7503,long life bakery product,snacks and candies,long-life bakery products
7503,chocolate,snacks and candies,chocolate
7503,candy,snacks and candies,candy
7504,canned beer,drinks,beer
7505,grapes,fruit and vegetables,fruit
7505,pasta,processed food,staple foods
7505,dishes,non-food,non-food kitchen
7506,bottled water,drinks,non-alc. drinks
7506,misc. beverages,drinks,non-alc. drinks
7506,fruit/vegetable juice,drinks,non-alc. drinks
7506,bottled beer,drinks,beer
7507,beef,meat and sausage,beef
7507,citrus fruit,fruit and vegetables,fruit
7507,domestic eggs,fresh products,eggs
7507,salty snack,snacks and candies,snacks
7507,long life bakery product,snacks and candies,long-life bakery products
7507,napkins,perfumery,perfumery
7508,herbs,fruit and vegetables,vegetables
7508,whole milk,fresh products,dairy produce
7508,butter,fresh products,dairy produce
7508,soups,processed food,soups/sauces
7508,bottled water,drinks,non-alc. drinks
7508,bottled beer,drinks,beer
7509,frankfurter,meat and sausage,sausage
7509,meat,meat and sausage,sausage
7509,whole milk,fresh products,dairy produce
7509,butter,fresh products,dairy produce
7509,yogurt,fresh products,dairy produce
7509,cream cheese,fresh products,cheese
7509,rolls/buns,fresh products,bread and backed goods
7509,pastry,fresh products,bread and backed goods
7510,sausage,meat and sausage,sausage
7510,finished products,meat and sausage,sausage
7510,pork,meat and sausage,pork
7510,berries,fruit and vegetables,fruit
7510,root vegetables,fruit and vegetables,vegetables
7510,packaged fruit/vegetables,fruit and vegetables,packaged fruit/vegetables
7510,whole milk,fresh products,dairy produce
7510,curd,fresh products,dairy produce
7510,frozen vegetables,fresh products,frozen foods
7510,brown bread,fresh products,bread and backed goods
7510,sugar,processed food,sweetener
7510,soda,drinks,non-alc. drinks
7510,fruit/vegetable juice,drinks,non-alc. drinks
7510,chocolate,snacks and candies,chocolate
7510,specialty chocolate,snacks and candies,chocolate
7510,specialty bar,snacks and candies,chocolate
7510,hygiene articles,perfumery,perfumery
7510,napkins,perfumery,perfumery
7511,sausage,meat and sausage,sausage
7511,rolls/buns,fresh products,bread and backed goods
7512,newspapers,non-food,games/books/hobby
7513,ham,meat and sausage,sausage
7513,hard cheese,fresh products,cheese
7513,pastry,fresh products,bread and backed goods
7513,fruit/vegetable juice,drinks,non-alc. drinks
7514,finished products,meat and sausage,sausage
7514,other vegetables,fruit and vegetables,vegetables
7514,long life bakery product,snacks and candies,long-life bakery products
7515,citrus fruit,fruit and vegetables,fruit
7515,berries,fruit and vegetables,fruit
7515,pastry,fresh products,bread and backed goods
7515,male cosmetics,perfumery,cosmetics
7515,hygiene articles,perfumery,perfumery
7516,berries,fruit and vegetables,fruit
7516,other vegetables,fruit and vegetables,vegetables
7516,yogurt,fresh products,dairy produce
7516,frozen fish,fresh products,frozen foods
7516,oil,processed food,vinegar/oils
7516,margarine,processed food,vinegar/oils
7516,salty snack,snacks and candies,snacks
7517,other vegetables,fruit and vegetables,vegetables
7518,soda,drinks,non-alc. drinks
7519,sausage,meat and sausage,sausage
7519,whole milk,fresh products,dairy produce
7519,yogurt,fresh products,dairy produce
7519,UHT-milk,fresh products,shelf-stable dairy
7519,rolls/buns,fresh products,bread and backed goods
7520,liver loaf,meat and sausage,sausage
7520,beef,meat and sausage,beef
7520,whole milk,fresh products,dairy produce
7520,yogurt,fresh products,dairy produce
7520,soft cheese,fresh products,cheese
7520,frozen vegetables,fresh products,frozen foods
7520,white bread,fresh products,bread and backed goods
7520,roll products,fresh products,bread and backed goods
7520,vinegar,processed food,vinegar/oils
7520,baking powder,processed food,bakery improver
7520,fruit/vegetable juice,drinks,non-alc. drinks
7521,soda,drinks,non-alc. drinks
7522,beverages,fresh products,dairy produce
7523,hamburger meat,meat and sausage,beef
7523,cream cheese,fresh products,cheese
7523,sweet spreads,canned food,jam/sweet spreads
7523,coffee,drinks,coffee
7523,canned beer,drinks,beer
7523,cling film/bags,non-food,non-food kitchen
7523,shopping bags,non-food,bags
7524,chicken,meat and sausage,poultry
7524,tropical fruit,fruit and vegetables,fruit
7524,root vegetables,fruit and vegetables,vegetables
7524,other vegetables,fruit and vegetables,vegetables
7524,beverages,fresh products,dairy produce
7524,coffee,drinks,coffee
7524,bottled beer,drinks,beer
7524,liquor,drinks,hard drinks
7525,tropical fruit,fruit and vegetables,fruit
7525,butter,fresh products,dairy produce
7525,bottled water,drinks,non-alc. drinks
7525,male cosmetics,perfumery,cosmetics
7525,newspapers,non-food,games/books/hobby
7526,nuts/prunes,fruit and vegetables,fruit
7526,root vegetables,fruit and vegetables,vegetables
7526,yogurt,fresh products,dairy produce
7526,condensed milk,fresh products,shelf-stable dairy
7526,ice cream,fresh products,frozen foods
7526,semi-finished bread,fresh products,bread and backed goods
7526,bottled beer,drinks,beer
7526,brandy,drinks,hard drinks
7526,salty snack,snacks and candies,snacks
7527,pork,meat and sausage,pork
7527,root vegetables,fruit and vegetables,vegetables
7527,whole milk,fresh products,dairy produce
7527,sliced cheese,fresh products,cheese
7527,frozen fish,fresh products,frozen foods
7527,domestic eggs,fresh products,eggs
7527,cake bar,snacks and candies,long-life bakery products
7527,chocolate marshmallow,snacks and candies,chocolate
7527,candy,snacks and candies,candy
7528,grapes,fruit and vegetables,fruit
7528,hard cheese,fresh products,cheese
7528,margarine,processed food,vinegar/oils
7528,specialty fat,processed food,vinegar/oils
7528,newspapers,non-food,games/books/hobby
7529,sausage,meat and sausage,sausage
7529,finished products,meat and sausage,sausage
7529,semi-finished bread,fresh products,bread and backed goods
7529,soda,drinks,non-alc. drinks
7530,soda,drinks,non-alc. drinks
7531,beef,meat and sausage,beef
7531,soda,drinks,non-alc. drinks
7531,newspapers,non-food,games/books/hobby
7532,whole milk,fresh products,dairy produce
7532,butter,fresh products,dairy produce
7532,curd,fresh products,dairy produce
7532,rubbing alcohol,perfumery,personal hygiene
7533,oil,processed food,vinegar/oils
7534,other vegetables,fruit and vegetables,vegetables
7534,whole milk,fresh products,dairy produce
7534,beverages,fresh products,dairy produce
7534,flour,processed food,staple foods
7534,flower (seeds),non-food,garden
7535,pip fruit,fruit and vegetables,fruit
7535,butter,fresh products,dairy produce
7535,yogurt,fresh products,dairy produce
7536,frankfurter,meat and sausage,sausage
7536,beef,meat and sausage,beef
7536,root vegetables,fruit and vegetables,vegetables
7536,butter milk,fresh products,dairy produce
7536,chocolate,snacks and candies,chocolate
7537,whole milk,fresh products,dairy produce
7538,rolls/buns,fresh products,bread and backed goods
7538,shopping bags,non-food,bags
7539,hamburger meat,meat and sausage,beef
7539,root vegetables,fruit and vegetables,vegetables
7539,whole milk,fresh products,dairy produce
7539,frozen vegetables,fresh products,frozen foods
7539,rolls/buns,fresh products,bread and backed goods
7539,Instant food products,processed food,soups/sauces
7540,chicken,meat and sausage,poultry
7540,spread cheese,fresh products,cheese
7540,frozen meals,fresh products,frozen foods
7540,domestic eggs,fresh products,eggs
7541,sausage,meat and sausage,sausage
7541,other vegetables,fruit and vegetables,vegetables
7541,whipped/sour cream,fresh products,dairy produce
7541,ice cream,fresh products,frozen foods
7541,domestic eggs,fresh products,eggs
7541,rolls/buns,fresh products,bread and backed goods
7541,coffee,drinks,coffee
7541,bottled water,drinks,non-alc. drinks
